"user_id","first_saw_experiment","path","experiment_id","variation"
1025,2018-06-30,"example.com/features","Experiment 1","variant"
1062,2018-06-18,"example.com/features","Experiment 1","original"
1063,2018-06-06,"example.com","Experiment 1","variant"
1064,2018-06-30,"example.com","Experiment 1","original"
1077,2018-06-11,"example.com","Experiment 1","original"
1081,2018-07-03,"example.com/features","Experiment 1","original"
1115,2018-06-30,"example.com/pricing","Experiment 1","original"
1117,2018-06-06,"example.com","Experiment 1","original"
1119,2018-06-15,"example.com/features","Experiment 1","variant"
1126,2018-06-07,"example.com/pricing","Experiment 1","variant"
1137,2018-06-16,"example.com/features","Experiment 1","original"
1146,2018-06-10,"example.com/features","Experiment 1","variant"
1148,2018-06-09,"example.com","Experiment 1","original"
1155,2018-06-20,"example.com/features","Experiment 1","variant"
1170,2018-06-15,"example.com","Experiment 1","original"
1171,2018-06-06,"example.com","Experiment 1","variant"
1182,2018-06-25,"example.com","Experiment 1","variant"
1185,2018-07-02,"example.com/pricing","Experiment 1","variant"
1192,2018-06-19,"example.com","Experiment 1","variant"
1216,2018-06-07,"example.com/pricing","Experiment 1","variant"
1219,2018-06-12,"example.com/features","Experiment 1","variant"
1220,2018-06-06,"example.com","Experiment 1","original"
1221,2018-06-04,"example.com","Experiment 1","original"
1224,2018-06-28,"example.com","Experiment 1","original"
1225,2018-06-07,"example.com/features","Experiment 1","variant"
1232,2018-06-13,"example.com","Experiment 1","variant"
1240,2018-06-11,"example.com","Experiment 1","original"
1247,2018-06-26,"example.com/features","Experiment 1","original"
1262,2018-06-23,"example.com/features","Experiment 1","original"
1264,2018-06-28,"example.com","Experiment 1","original"
1277,2018-06-15,"example.com","Experiment 1","original"
1284,2018-06-16,"example.com","Experiment 1","original"
1290,2018-06-28,"example.com","Experiment 1","variant"
1292,2018-06-27,"example.com/pricing","Experiment 1","variant"
1301,2018-06-05,"example.com","Experiment 1","variant"
1311,2018-06-16,"example.com/features","Experiment 1","variant"
1314,2018-07-02,"example.com","Experiment 1","variant"
1315,2018-06-16,"example.com","Experiment 1","original"
1316,2018-06-15,"example.com/features","Experiment 1","variant"
1320,2018-06-30,"example.com","Experiment 1","variant"
1332,2018-06-19,"example.com/features","Experiment 1","variant"
1335,2018-06-04,"example.com","Experiment 1","variant"
1358,2018-06-07,"example.com","Experiment 1","variant"
1364,2018-06-29,"example.com","Experiment 1","original"
1371,2018-06-16,"example.com","Experiment 1","original"
1390,2018-06-14,"example.com","Experiment 1","variant"
1399,2018-06-25,"example.com","Experiment 1","original"
1411,2018-06-06,"example.com","Experiment 1","variant"
1415,2018-06-06,"example.com","Experiment 1","variant"
1416,2018-06-08,"example.com/pricing","Experiment 1","original"
1419,2018-07-03,"example.com/features","Experiment 1","original"
1423,2018-06-09,"example.com","Experiment 1","original"
1456,2018-06-15,"example.com/pricing","Experiment 1","original"
1464,2018-07-01,"example.com/pricing","Experiment 1","variant"
1475,2018-06-16,"example.com/features","Experiment 1","original"
1478,2018-07-01,"example.com/features","Experiment 1","variant"
1485,2018-06-05,"example.com","Experiment 1","variant"
1486,2018-06-20,"example.com","Experiment 1","original"
1489,2018-07-03,"example.com/features","Experiment 1","variant"
1502,2018-07-03,"example.com/pricing","Experiment 1","variant"
1510,2018-06-28,"example.com","Experiment 1","original"
1522,2018-06-09,"example.com","Experiment 1","variant"
1529,2018-06-13,"example.com","Experiment 1","variant"
1538,2018-06-10,"example.com","Experiment 1","original"
1557,2018-07-01,"example.com/pricing","Experiment 1","original"
1559,2018-06-25,"example.com","Experiment 1","variant"
1575,2018-06-17,"example.com/pricing","Experiment 1","original"
1589,2018-06-12,"example.com/pricing","Experiment 1","original"
1598,2018-06-22,"example.com/pricing","Experiment 1","original"
1601,2018-06-18,"example.com/pricing","Experiment 1","original"
1645,2018-06-24,"example.com/features","Experiment 1","original"
1652,2018-06-23,"example.com","Experiment 1","original"
1654,2018-06-25,"example.com/pricing","Experiment 1","original"
1661,2018-06-19,"example.com/pricing","Experiment 1","original"
1665,2018-06-14,"example.com/pricing","Experiment 1","original"
1673,2018-07-02,"example.com","Experiment 1","variant"
1676,2018-06-26,"example.com/features","Experiment 1","variant"
1696,2018-06-16,"example.com/features","Experiment 1","variant"
1704,2018-06-26,"example.com","Experiment 1","variant"
1715,2018-06-26,"example.com/features","Experiment 1","original"
1736,2018-06-23,"example.com/pricing","Experiment 1","original"
1742,2018-06-07,"example.com/pricing","Experiment 1","original"
1755,2018-06-26,"example.com/pricing","Experiment 1","original"
1756,2018-06-15,"example.com","Experiment 1","original"
1770,2018-06-20,"example.com/features","Experiment 1","original"
1794,2018-06-12,"example.com/features","Experiment 1","variant"
1798,2018-06-04,"example.com/features","Experiment 1","original"
1821,2018-07-01,"example.com/features","Experiment 1","variant"
1833,2018-06-05,"example.com","Experiment 1","original"
1844,2018-06-28,"example.com/features","Experiment 1","original"
1855,2018-06-05,"example.com","Experiment 1","variant"
1859,2018-06-15,"example.com","Experiment 1","original"
1862,2018-06-13,"example.com","Experiment 1","original"
1866,2018-06-12,"example.com","Experiment 1","variant"
1869,2018-06-04,"example.com","Experiment 1","variant"
1870,2018-06-07,"example.com","Experiment 1","original"
1875,2018-06-30,"example.com/features","Experiment 1","variant"
1877,2018-06-08,"example.com","Experiment 1","variant"
1901,2018-06-27,"example.com","Experiment 1","variant"
1904,2018-07-04,"example.com","Experiment 1","original"
1909,2018-07-03,"example.com","Experiment 1","original"
1911,2018-06-16,"example.com/pricing","Experiment 1","variant"
1967,2018-06-29,"example.com/pricing","Experiment 1","variant"
1979,2018-06-05,"example.com/features","Experiment 1","variant"
1984,2018-06-30,"example.com/pricing","Experiment 1","variant"
1992,2018-06-10,"example.com/features","Experiment 1","variant"
1997,2018-06-20,"example.com/features","Experiment 1","original"
2001,2018-06-21,"example.com/features","Experiment 1","variant"
2004,2018-06-18,"example.com","Experiment 1","original"
2023,2018-06-04,"example.com","Experiment 1","original"
2028,2018-06-11,"example.com","Experiment 1","variant"
2033,2018-06-21,"example.com/features","Experiment 1","original"
2043,2018-06-05,"example.com","Experiment 1","variant"
2062,2018-06-04,"example.com","Experiment 1","original"
2072,2018-06-14,"example.com","Experiment 1","variant"
2076,2018-07-03,"example.com","Experiment 1","variant"
2078,2018-06-29,"example.com/features","Experiment 1","variant"
2096,2018-06-20,"example.com/features","Experiment 1","variant"
2097,2018-06-18,"example.com/pricing","Experiment 1","original"
2109,2018-06-11,"example.com/pricing","Experiment 1","original"
2114,2018-06-04,"example.com/pricing","Experiment 1","original"
2121,2018-06-05,"example.com/pricing","Experiment 1","original"
2132,2018-07-01,"example.com/features","Experiment 1","variant"
2135,2018-06-09,"example.com/features","Experiment 1","variant"
2176,2018-06-16,"example.com/pricing","Experiment 1","original"
2199,2018-06-08,"example.com/pricing","Experiment 1","original"
2203,2018-06-10,"example.com","Experiment 1","variant"
2214,2018-06-07,"example.com/features","Experiment 1","original"
2219,2018-06-24,"example.com","Experiment 1","original"
2245,2018-06-17,"example.com/features","Experiment 1","variant"
2249,2018-06-16,"example.com","Experiment 1","variant"
2269,2018-07-01,"example.com","Experiment 1","original"
2273,2018-06-15,"example.com/pricing","Experiment 1","variant"
2278,2018-06-11,"example.com","Experiment 1","original"
2279,2018-06-11,"example.com","Experiment 1","original"
2291,2018-06-14,"example.com/features","Experiment 1","original"
2296,2018-06-22,"example.com/features","Experiment 1","original"
2298,2018-06-24,"example.com/pricing","Experiment 1","original"
2301,2018-06-04,"example.com","Experiment 1","original"
2312,2018-06-25,"example.com","Experiment 1","variant"
2318,2018-06-17,"example.com","Experiment 1","original"
2324,2018-06-10,"example.com/pricing","Experiment 1","original"
2332,2018-07-02,"example.com/pricing","Experiment 1","original"
2341,2018-06-09,"example.com","Experiment 1","original"
2343,2018-06-20,"example.com","Experiment 1","original"
2354,2018-06-05,"example.com/pricing","Experiment 1","original"
2355,2018-06-09,"example.com","Experiment 1","original"
2358,2018-07-02,"example.com","Experiment 1","variant"
2369,2018-07-04,"example.com","Experiment 1","variant"
2379,2018-07-03,"example.com","Experiment 1","original"
2386,2018-06-20,"example.com","Experiment 1","variant"
2388,2018-06-26,"example.com/pricing","Experiment 1","original"
2390,2018-06-07,"example.com","Experiment 1","original"
2394,2018-06-27,"example.com","Experiment 1","original"
2410,2018-06-05,"example.com/features","Experiment 1","variant"
2417,2018-07-02,"example.com","Experiment 1","original"
2422,2018-06-04,"example.com/pricing","Experiment 1","variant"
2423,2018-06-17,"example.com/features","Experiment 1","original"
2431,2018-06-12,"example.com/features","Experiment 1","variant"
2463,2018-07-01,"example.com","Experiment 1","original"
2465,2018-06-19,"example.com/pricing","Experiment 1","variant"
2472,2018-06-20,"example.com","Experiment 1","original"
2487,2018-06-29,"example.com","Experiment 1","original"
2497,2018-07-01,"example.com/pricing","Experiment 1","original"
2504,2018-06-04,"example.com","Experiment 1","original"
2511,2018-06-24,"example.com","Experiment 1","variant"
2514,2018-06-17,"example.com","Experiment 1","variant"
2515,2018-06-13,"example.com","Experiment 1","original"
2523,2018-06-12,"example.com/pricing","Experiment 1","original"
2533,2018-06-08,"example.com/features","Experiment 1","variant"
2551,2018-07-02,"example.com/features","Experiment 1","original"
2560,2018-06-18,"example.com/features","Experiment 1","original"
2565,2018-06-19,"example.com","Experiment 1","variant"
2567,2018-06-19,"example.com","Experiment 1","variant"
2581,2018-06-20,"example.com/pricing","Experiment 1","original"
2585,2018-06-14,"example.com","Experiment 1","original"
2596,2018-06-13,"example.com","Experiment 1","original"
2653,2018-07-03,"example.com","Experiment 1","variant"
2671,2018-06-29,"example.com/features","Experiment 1","variant"
2684,2018-06-05,"example.com/pricing","Experiment 1","variant"
2696,2018-06-12,"example.com","Experiment 1","original"
2701,2018-06-05,"example.com/features","Experiment 1","variant"
2708,2018-06-25,"example.com/features","Experiment 1","variant"
2722,2018-06-05,"example.com","Experiment 1","variant"
2726,2018-06-29,"example.com","Experiment 1","original"
2727,2018-06-22,"example.com/features","Experiment 1","variant"
2734,2018-06-08,"example.com","Experiment 1","original"
2744,2018-06-06,"example.com","Experiment 1","variant"
2746,2018-06-06,"example.com","Experiment 1","variant"
2754,2018-06-23,"example.com/pricing","Experiment 1","original"
2755,2018-06-21,"example.com","Experiment 1","original"
2760,2018-06-07,"example.com/features","Experiment 1","variant"
2763,2018-06-26,"example.com/pricing","Experiment 1","original"
2796,2018-06-09,"example.com","Experiment 1","variant"
2820,2018-06-17,"example.com","Experiment 1","variant"
2829,2018-06-07,"example.com/pricing","Experiment 1","variant"
2833,2018-06-07,"example.com","Experiment 1","variant"
2845,2018-06-21,"example.com/features","Experiment 1","original"
2871,2018-06-17,"example.com","Experiment 1","variant"
2914,2018-06-20,"example.com","Experiment 1","variant"
2926,2018-06-06,"example.com/features","Experiment 1","original"
2943,2018-06-11,"example.com/features","Experiment 1","original"
2944,2018-06-18,"example.com/features","Experiment 1","variant"
2949,2018-06-09,"example.com","Experiment 1","original"
2978,2018-06-30,"example.com/features","Experiment 1","variant"
2988,2018-06-06,"example.com","Experiment 1","variant"
2992,2018-06-07,"example.com","Experiment 1","original"
2993,2018-06-04,"example.com/features","Experiment 1","variant"
2994,2018-07-04,"example.com","Experiment 1","variant"
2998,2018-06-04,"example.com/pricing","Experiment 1","variant"
3014,2018-06-08,"example.com","Experiment 1","variant"
3022,2018-06-07,"example.com/pricing","Experiment 1","original"
3047,2018-06-26,"example.com","Experiment 1","variant"
3050,2018-06-23,"example.com/pricing","Experiment 1","original"
3052,2018-06-04,"example.com/pricing","Experiment 1","original"
3062,2018-06-12,"example.com","Experiment 1","variant"
3080,2018-07-02,"example.com/features","Experiment 1","variant"
3099,2018-07-04,"example.com","Experiment 1","original"
3102,2018-06-19,"example.com","Experiment 1","original"
3149,2018-06-10,"example.com/pricing","Experiment 1","variant"
3153,2018-06-11,"example.com","Experiment 1","variant"
3154,2018-06-13,"example.com/features","Experiment 1","variant"
3173,2018-06-21,"example.com/features","Experiment 1","variant"
3174,2018-06-27,"example.com/features","Experiment 1","original"
3177,2018-06-16,"example.com","Experiment 1","variant"
3180,2018-06-13,"example.com","Experiment 1","original"
3188,2018-06-04,"example.com","Experiment 1","variant"
3194,2018-06-25,"example.com/features","Experiment 1","original"
3197,2018-06-24,"example.com/features","Experiment 1","original"
3198,2018-06-06,"example.com/features","Experiment 1","original"
3204,2018-06-05,"example.com","Experiment 1","original"
3205,2018-06-05,"example.com/features","Experiment 1","variant"
3230,2018-07-02,"example.com","Experiment 1","original"
3251,2018-06-15,"example.com/features","Experiment 1","original"
3276,2018-06-22,"example.com","Experiment 1","original"
3285,2018-06-05,"example.com","Experiment 1","original"
3296,2018-06-24,"example.com/pricing","Experiment 1","variant"
3303,2018-06-19,"example.com","Experiment 1","variant"
3315,2018-06-17,"example.com","Experiment 1","variant"
3316,2018-06-19,"example.com","Experiment 1","original"
3319,2018-06-06,"example.com","Experiment 1","original"
3320,2018-06-07,"example.com/pricing","Experiment 1","variant"
3323,2018-06-04,"example.com/features","Experiment 1","original"
3325,2018-06-04,"example.com/pricing","Experiment 1","original"
3333,2018-06-10,"example.com","Experiment 1","variant"
3339,2018-07-02,"example.com/pricing","Experiment 1","variant"
3354,2018-07-02,"example.com/pricing","Experiment 1","original"
3364,2018-06-12,"example.com/pricing","Experiment 1","variant"
3424,2018-06-24,"example.com/pricing","Experiment 1","original"
3430,2018-06-24,"example.com/features","Experiment 1","variant"
3434,2018-06-19,"example.com/features","Experiment 1","original"
3437,2018-06-05,"example.com/pricing","Experiment 1","variant"
3460,2018-06-17,"example.com","Experiment 1","original"
3477,2018-06-25,"example.com","Experiment 1","variant"
3485,2018-06-04,"example.com","Experiment 1","variant"
3505,2018-06-06,"example.com/pricing","Experiment 1","variant"
3506,2018-06-28,"example.com/features","Experiment 1","original"
3516,2018-06-17,"example.com/pricing","Experiment 1","original"
3518,2018-06-24,"example.com/pricing","Experiment 1","variant"
3527,2018-06-12,"example.com","Experiment 1","variant"
3541,2018-06-18,"example.com/features","Experiment 1","variant"
3547,2018-06-29,"example.com","Experiment 1","original"
3548,2018-07-02,"example.com/features","Experiment 1","original"
3551,2018-06-05,"example.com","Experiment 1","original"
3553,2018-06-06,"example.com/pricing","Experiment 1","original"
3567,2018-07-03,"example.com","Experiment 1","variant"
3581,2018-06-17,"example.com","Experiment 1","original"
3582,2018-06-29,"example.com/pricing","Experiment 1","original"
3583,2018-06-08,"example.com/features","Experiment 1","variant"
3594,2018-06-22,"example.com","Experiment 1","original"
3614,2018-06-04,"example.com/features","Experiment 1","original"
3636,2018-06-14,"example.com/features","Experiment 1","original"
3640,2018-06-06,"example.com","Experiment 1","variant"
3642,2018-06-15,"example.com/features","Experiment 1","variant"
3646,2018-06-30,"example.com","Experiment 1","variant"
3663,2018-06-27,"example.com","Experiment 1","original"
3670,2018-06-28,"example.com","Experiment 1","original"
3672,2018-06-07,"example.com/pricing","Experiment 1","original"
3692,2018-06-10,"example.com","Experiment 1","original"
3693,2018-06-06,"example.com/features","Experiment 1","original"
3698,2018-06-11,"example.com/pricing","Experiment 1","variant"
3711,2018-06-06,"example.com","Experiment 1","original"
3729,2018-06-17,"example.com","Experiment 1","variant"
3735,2018-06-12,"example.com","Experiment 1","original"
3736,2018-06-29,"example.com","Experiment 1","variant"
3744,2018-06-08,"example.com/pricing","Experiment 1","variant"
3759,2018-06-06,"example.com/features","Experiment 1","variant"
3765,2018-06-04,"example.com/pricing","Experiment 1","variant"
3776,2018-06-07,"example.com","Experiment 1","variant"
3803,2018-06-09,"example.com/pricing","Experiment 1","original"
3817,2018-07-03,"example.com/pricing","Experiment 1","original"
3841,2018-06-04,"example.com/pricing","Experiment 1","variant"
3880,2018-06-23,"example.com","Experiment 1","original"
3935,2018-06-19,"example.com","Experiment 1","variant"
3947,2018-06-21,"example.com/pricing","Experiment 1","variant"
3965,2018-06-22,"example.com/pricing","Experiment 1","original"
3968,2018-06-07,"example.com","Experiment 1","variant"
3969,2018-06-09,"example.com","Experiment 1","original"
4004,2018-06-06,"example.com","Experiment 1","original"
4009,2018-06-20,"example.com/pricing","Experiment 1","variant"
4021,2018-06-23,"example.com","Experiment 1","original"
4028,2018-06-18,"example.com/features","Experiment 1","variant"
4029,2018-06-18,"example.com","Experiment 1","variant"
4033,2018-06-22,"example.com","Experiment 1","variant"
4047,2018-07-02,"example.com","Experiment 1","original"
4051,2018-06-13,"example.com","Experiment 1","original"
4059,2018-06-18,"example.com/pricing","Experiment 1","variant"
4065,2018-06-04,"example.com/pricing","Experiment 1","original"
4066,2018-06-24,"example.com","Experiment 1","original"
4071,2018-06-17,"example.com/features","Experiment 1","original"
4079,2018-06-04,"example.com/pricing","Experiment 1","variant"
4081,2018-06-20,"example.com","Experiment 1","original"
4083,2018-06-08,"example.com/pricing","Experiment 1","variant"
4090,2018-06-04,"example.com","Experiment 1","variant"
4094,2018-06-15,"example.com","Experiment 1","variant"
4098,2018-06-15,"example.com/pricing","Experiment 1","original"
4104,2018-06-16,"example.com/features","Experiment 1","original"
4106,2018-06-18,"example.com","Experiment 1","variant"
4108,2018-06-09,"example.com/pricing","Experiment 1","original"
4109,2018-06-07,"example.com","Experiment 1","variant"
4133,2018-06-12,"example.com","Experiment 1","variant"
4141,2018-07-04,"example.com/features","Experiment 1","original"
4174,2018-06-28,"example.com","Experiment 1","original"
4181,2018-06-20,"example.com","Experiment 1","variant"
4199,2018-06-23,"example.com","Experiment 1","variant"
4201,2018-06-11,"example.com/pricing","Experiment 1","original"
4215,2018-06-17,"example.com/pricing","Experiment 1","original"
4231,2018-06-16,"example.com","Experiment 1","variant"
4236,2018-06-05,"example.com","Experiment 1","variant"
4239,2018-06-12,"example.com","Experiment 1","variant"
4280,2018-07-04,"example.com","Experiment 1","original"
4300,2018-06-23,"example.com","Experiment 1","original"
4306,2018-06-05,"example.com/features","Experiment 1","original"
4329,2018-06-08,"example.com","Experiment 1","variant"
4337,2018-06-18,"example.com/features","Experiment 1","variant"
4344,2018-07-03,"example.com/pricing","Experiment 1","variant"
4345,2018-06-29,"example.com/pricing","Experiment 1","variant"
4352,2018-06-30,"example.com/pricing","Experiment 1","original"
4362,2018-06-16,"example.com/features","Experiment 1","original"
4363,2018-06-04,"example.com","Experiment 1","original"
4386,2018-06-11,"example.com","Experiment 1","variant"
4415,2018-07-04,"example.com/features","Experiment 1","original"
4439,2018-06-14,"example.com","Experiment 1","variant"
4441,2018-06-07,"example.com","Experiment 1","original"
4457,2018-06-26,"example.com","Experiment 1","variant"
4460,2018-06-07,"example.com","Experiment 1","variant"
4461,2018-06-06,"example.com/pricing","Experiment 1","variant"
4466,2018-06-09,"example.com","Experiment 1","variant"
4477,2018-06-18,"example.com","Experiment 1","variant"
4514,2018-06-05,"example.com","Experiment 1","original"
4516,2018-06-16,"example.com","Experiment 1","variant"
4521,2018-06-26,"example.com","Experiment 1","original"
4523,2018-06-10,"example.com/features","Experiment 1","variant"
4560,2018-06-12,"example.com","Experiment 1","original"
4574,2018-06-19,"example.com/features","Experiment 1","original"
4577,2018-06-08,"example.com/pricing","Experiment 1","variant"
4580,2018-06-22,"example.com","Experiment 1","variant"
4604,2018-06-10,"example.com/pricing","Experiment 1","original"
4610,2018-07-04,"example.com/features","Experiment 1","original"
4632,2018-06-22,"example.com","Experiment 1","variant"
4646,2018-06-07,"example.com","Experiment 1","variant"
4653,2018-06-10,"example.com","Experiment 1","original"
4659,2018-06-25,"example.com","Experiment 1","original"
4684,2018-06-05,"example.com","Experiment 1","variant"
4690,2018-06-04,"example.com/features","Experiment 1","variant"
4706,2018-06-12,"example.com","Experiment 1","original"
4708,2018-06-12,"example.com/features","Experiment 1","original"
4709,2018-06-20,"example.com/pricing","Experiment 1","original"
4713,2018-06-08,"example.com","Experiment 1","original"
4722,2018-06-14,"example.com","Experiment 1","original"
4743,2018-06-08,"example.com","Experiment 1","variant"
4746,2018-06-19,"example.com","Experiment 1","original"
4748,2018-06-30,"example.com/pricing","Experiment 1","original"
4797,2018-06-06,"example.com/features","Experiment 1","variant"
4827,2018-07-02,"example.com/pricing","Experiment 1","variant"
4830,2018-06-13,"example.com","Experiment 1","original"
4835,2018-06-12,"example.com/pricing","Experiment 1","variant"
4840,2018-06-21,"example.com/features","Experiment 1","original"
4875,2018-06-10,"example.com","Experiment 1","original"
4877,2018-06-04,"example.com","Experiment 1","variant"
4902,2018-06-17,"example.com/features","Experiment 1","variant"
4904,2018-06-23,"example.com/pricing","Experiment 1","variant"
4906,2018-06-05,"example.com","Experiment 1","original"
4912,2018-06-04,"example.com","Experiment 1","original"
4925,2018-06-19,"example.com","Experiment 1","variant"
4926,2018-06-04,"example.com/features","Experiment 1","original"
4934,2018-06-10,"example.com/pricing","Experiment 1","variant"
4956,2018-06-14,"example.com/pricing","Experiment 1","variant"
4968,2018-07-01,"example.com","Experiment 1","variant"
4976,2018-06-08,"example.com","Experiment 1","variant"
4984,2018-06-20,"example.com","Experiment 1","original"
4992,2018-06-04,"example.com/features","Experiment 1","variant"
4995,2018-06-06,"example.com","Experiment 1","original"
4997,2018-06-04,"example.com/features","Experiment 1","original"
4998,2018-06-17,"example.com","Experiment 1","original"
5008,2018-06-22,"example.com","Experiment 1","variant"
5012,2018-07-04,"example.com/features","Experiment 1","original"
5024,2018-06-26,"example.com/pricing","Experiment 1","variant"
5030,2018-07-02,"example.com/pricing","Experiment 1","original"
5049,2018-07-04,"example.com","Experiment 1","original"
5088,2018-06-05,"example.com/features","Experiment 1","original"
5095,2018-06-15,"example.com","Experiment 1","variant"
5097,2018-06-23,"example.com/pricing","Experiment 1","variant"
5099,2018-06-07,"example.com/pricing","Experiment 1","variant"
5112,2018-06-26,"example.com","Experiment 1","original"
5120,2018-06-07,"example.com","Experiment 1","original"
5155,2018-06-24,"example.com/pricing","Experiment 1","variant"
5217,2018-06-10,"example.com/features","Experiment 1","variant"
5219,2018-06-17,"example.com","Experiment 1","variant"
5221,2018-06-16,"example.com","Experiment 1","variant"
5223,2018-06-21,"example.com/pricing","Experiment 1","original"
5226,2018-06-05,"example.com/pricing","Experiment 1","original"
5243,2018-06-15,"example.com","Experiment 1","variant"
5248,2018-07-03,"example.com","Experiment 1","variant"
5255,2018-06-14,"example.com","Experiment 1","original"
5294,2018-06-28,"example.com/features","Experiment 1","variant"
5295,2018-06-13,"example.com/features","Experiment 1","original"
5300,2018-06-06,"example.com","Experiment 1","original"
5308,2018-06-17,"example.com/pricing","Experiment 1","variant"
