"user_id","metric_id","conversion_date"
473,"Sign Up",2018-04-08
475,"Sign Up",2018-06-02
475,"Use Feature 1",2018-06-03
479,"Pay/Subscribe",2019-02-01
479,"Sign Up",2019-01-26
479,"Talk to Sales",2019-01-28
479,"Use Feature 1",2019-01-27
489,"Pay/Subscribe",2018-10-30
489,"Sign Up",2018-10-23
489,"Talk to Sales",2018-10-26
489,"Use Feature 1",2018-10-23
490,"Sign Up",2018-10-24
490,"Use Feature 1",2018-10-23
491,"Sign Up",2018-09-13
492,"Sign Up",2019-01-06
497,"Sign Up",2018-11-17
500,"Sign Up",2018-11-09
500,"Use Feature 1",2018-11-10
501,"Sign Up",2018-09-21
502,"Sign Up",2018-08-22
507,"Sign Up",2018-08-07
507,"Use Feature 1",2018-08-07
513,"Sign Up",2018-12-09
513,"Use Feature 1",2018-12-06
514,"Pay/Subscribe",2018-09-09
514,"Sign Up",2018-09-02
514,"Talk to Sales",2018-09-02
514,"Use Feature 1",2018-09-03
521,"Pay/Subscribe",2018-10-24
521,"Sign Up",2018-10-20
521,"Talk to Sales",2018-10-21
521,"Use Feature 1",2018-10-22
522,"Sign Up",2018-06-19
530,"Sign Up",2018-06-28
530,"Use Feature 1",2018-06-29
532,"Pay/Subscribe",2018-05-13
532,"Sign Up",2018-05-07
532,"Talk to Sales",2018-05-11
532,"Use Feature 1",2018-05-10
533,"Pay/Subscribe",2018-11-28
533,"Sign Up",2018-11-24
533,"Talk to Sales",2018-11-26
533,"Use Feature 1",2018-11-26
541,"Sign Up",2019-01-15
541,"Use Feature 1",2019-01-13
542,"Pay/Subscribe",2018-12-12
542,"Sign Up",2018-12-06
542,"Talk to Sales",2018-12-10
542,"Use Feature 1",2018-12-08
543,"Sign Up",2018-07-03
543,"Talk to Sales",2018-07-07
543,"Use Feature 1",2018-07-06
551,"Sign Up",2018-09-25
554,"Sign Up",2018-12-18
559,"Pay/Subscribe",2018-10-19
559,"Sign Up",2018-10-13
559,"Talk to Sales",2018-10-19
559,"Use Feature 1",2018-10-15
564,"Sign Up",2018-06-28
567,"Sign Up",2018-06-10
572,"Sign Up",2018-04-24
572,"Talk to Sales",2018-04-24
572,"Use Feature 1",2018-04-27
574,"Pay/Subscribe",2018-09-14
574,"Sign Up",2018-09-06
574,"Talk to Sales",2018-09-08
574,"Use Feature 1",2018-09-06
575,"Sign Up",2018-09-11
575,"Use Feature 1",2018-09-18
576,"Pay/Subscribe",2019-01-30
576,"Sign Up",2019-01-25
576,"Talk to Sales",2019-01-30
576,"Use Feature 1",2019-01-29
582,"Sign Up",2018-09-26
582,"Use Feature 1",2018-09-29
584,"Sign Up",2018-09-09
592,"Sign Up",2019-01-06
592,"Use Feature 1",2019-01-07
593,"Sign Up",2018-11-23
593,"Talk to Sales",2018-11-28
593,"Use Feature 1",2018-11-26
603,"Pay/Subscribe",2018-05-30
603,"Sign Up",2018-05-29
603,"Talk to Sales",2018-05-29
603,"Use Feature 1",2018-05-25
610,"Sign Up",2018-07-11
614,"Sign Up",2018-05-03
614,"Use Feature 1",2018-05-07
615,"Sign Up",2018-12-17
616,"Pay/Subscribe",2018-06-01
616,"Sign Up",2018-05-26
616,"Talk to Sales",2018-05-26
616,"Use Feature 1",2018-05-31
621,"Sign Up",2019-01-03
623,"Sign Up",2019-01-25
624,"Pay/Subscribe",2018-11-06
624,"Sign Up",2018-11-06
624,"Talk to Sales",2018-11-10
624,"Use Feature 1",2018-11-07
630,"Sign Up",2018-07-16
632,"Sign Up",2018-09-21
632,"Use Feature 1",2018-09-19
633,"Sign Up",2019-01-28
633,"Use Feature 1",2019-01-29
639,"Pay/Subscribe",2018-08-18
639,"Sign Up",2018-08-09
639,"Talk to Sales",2018-08-17
639,"Use Feature 1",2018-08-08
641,"Sign Up",2019-01-24
641,"Use Feature 1",2019-01-26
642,"Sign Up",2018-06-04
643,"Pay/Subscribe",2018-07-27
643,"Sign Up",2018-07-20
643,"Talk to Sales",2018-07-24
643,"Use Feature 1",2018-07-22
647,"Sign Up",2018-12-25
647,"Use Feature 1",2018-12-28
653,"Sign Up",2018-05-14
655,"Sign Up",2018-12-20
659,"Sign Up",2018-09-01
661,"Sign Up",2018-05-16
662,"Sign Up",2018-08-05
662,"Use Feature 1",2018-08-07
666,"Sign Up",2018-04-15
672,"Sign Up",2018-08-23
672,"Talk to Sales",2018-08-27
672,"Use Feature 1",2018-08-21
673,"Sign Up",2019-01-23
673,"Talk to Sales",2019-01-27
673,"Use Feature 1",2019-01-24
682,"Sign Up",2018-07-22
682,"Talk to Sales",2018-07-29
682,"Use Feature 1",2018-07-24
684,"Pay/Subscribe",2018-06-27
684,"Sign Up",2018-06-19
684,"Talk to Sales",2018-06-18
684,"Use Feature 1",2018-06-19
689,"Sign Up",2018-11-18
689,"Use Feature 1",2018-11-17
695,"Sign Up",2019-01-23
704,"Sign Up",2018-04-12
704,"Use Feature 1",2018-04-13
717,"Sign Up",2018-08-29
717,"Talk to Sales",2018-08-29
717,"Use Feature 1",2018-08-27
731,"Sign Up",2018-10-25
731,"Use Feature 1",2018-10-31
739,"Sign Up",2018-12-11
739,"Talk to Sales",2018-12-12
739,"Use Feature 1",2018-12-14
741,"Sign Up",2018-07-27
741,"Use Feature 1",2018-07-27
745,"Sign Up",2018-10-02
750,"Pay/Subscribe",2019-01-01
750,"Sign Up",2018-12-26
750,"Talk to Sales",2018-12-27
750,"Use Feature 1",2018-12-26
760,"Sign Up",2018-06-02
760,"Use Feature 1",2018-06-01
761,"Sign Up",2018-06-19
763,"Pay/Subscribe",2019-01-13
763,"Sign Up",2019-01-08
763,"Talk to Sales",2019-01-14
763,"Use Feature 1",2019-01-08
767,"Sign Up",2018-08-08
767,"Use Feature 1",2018-08-06
771,"Sign Up",2018-05-06
771,"Use Feature 1",2018-05-08
776,"Sign Up",2018-09-25
778,"Pay/Subscribe",2018-09-08
778,"Sign Up",2018-09-03
778,"Talk to Sales",2018-09-01
778,"Use Feature 1",2018-09-01
785,"Sign Up",2018-05-31
785,"Use Feature 1",2018-05-29
786,"Sign Up",2018-07-18
786,"Use Feature 1",2018-07-18
793,"Sign Up",2018-07-31
796,"Pay/Subscribe",2018-09-12
796,"Sign Up",2018-09-03
796,"Talk to Sales",2018-09-08
796,"Use Feature 1",2018-09-07
803,"Sign Up",2018-11-14
803,"Use Feature 1",2018-11-11
808,"Sign Up",2018-11-17
808,"Talk to Sales",2018-11-18
808,"Use Feature 1",2018-11-15
810,"Sign Up",2018-05-14
810,"Use Feature 1",2018-05-13
816,"Sign Up",2018-08-26
816,"Use Feature 1",2018-08-28
817,"Sign Up",2018-08-11
820,"Sign Up",2018-04-11
824,"Sign Up",2019-01-20
825,"Pay/Subscribe",2018-07-26
825,"Sign Up",2018-07-20
825,"Talk to Sales",2018-07-23
825,"Use Feature 1",2018-07-22
828,"Pay/Subscribe",2018-09-17
828,"Sign Up",2018-09-10
828,"Talk to Sales",2018-09-17
828,"Use Feature 1",2018-09-13
833,"Sign Up",2018-07-22
837,"Sign Up",2018-07-23
837,"Talk to Sales",2018-07-24
837,"Use Feature 1",2018-07-25
838,"Sign Up",2018-06-01
838,"Use Feature 1",2018-06-02
839,"Sign Up",2018-10-04
842,"Sign Up",2018-10-24
842,"Talk to Sales",2018-10-30
842,"Use Feature 1",2018-10-27
844,"Pay/Subscribe",2019-01-09
844,"Sign Up",2018-12-28
844,"Talk to Sales",2018-12-31
844,"Use Feature 1",2018-12-27
847,"Pay/Subscribe",2018-05-29
847,"Sign Up",2018-05-27
847,"Talk to Sales",2018-05-31
847,"Use Feature 1",2018-05-25
848,"Sign Up",2018-05-30
848,"Use Feature 1",2018-06-02
849,"Sign Up",2019-01-25
851,"Pay/Subscribe",2018-11-26
851,"Sign Up",2018-11-12
851,"Talk to Sales",2018-11-18
851,"Use Feature 1",2018-11-18
863,"Pay/Subscribe",2019-01-13
863,"Sign Up",2019-01-05
863,"Talk to Sales",2019-01-06
863,"Use Feature 1",2019-01-06
865,"Sign Up",2018-11-30
868,"Sign Up",2018-04-30
871,"Sign Up",2018-10-26
874,"Sign Up",2018-09-05
877,"Pay/Subscribe",2018-10-14
877,"Sign Up",2018-10-09
877,"Talk to Sales",2018-10-08
877,"Use Feature 1",2018-10-09
879,"Pay/Subscribe",2019-01-09
879,"Sign Up",2019-01-01
879,"Talk to Sales",2019-01-06
879,"Use Feature 1",2019-01-06
881,"Sign Up",2018-07-09
883,"Sign Up",2018-05-20
883,"Use Feature 1",2018-05-23
887,"Sign Up",2018-05-19
887,"Use Feature 1",2018-05-22
891,"Pay/Subscribe",2018-12-24
891,"Sign Up",2018-12-18
891,"Talk to Sales",2018-12-19
891,"Use Feature 1",2018-12-19
896,"Sign Up",2018-11-05
896,"Use Feature 1",2018-11-10
901,"Sign Up",2018-06-10
901,"Use Feature 1",2018-06-11
904,"Sign Up",2018-07-17
904,"Talk to Sales",2018-07-18
904,"Use Feature 1",2018-07-17
905,"Pay/Subscribe",2019-02-02
905,"Sign Up",2019-01-28
905,"Talk to Sales",2019-02-02
905,"Use Feature 1",2019-01-26
908,"Pay/Subscribe",2018-08-18
908,"Sign Up",2018-08-12
908,"Talk to Sales",2018-08-13
908,"Use Feature 1",2018-08-17
913,"Pay/Subscribe",2018-12-27
913,"Sign Up",2018-12-21
913,"Talk to Sales",2018-12-22
913,"Use Feature 1",2018-12-21
917,"Sign Up",2018-04-30
917,"Use Feature 1",2018-04-28
919,"Pay/Subscribe",2018-10-29
919,"Sign Up",2018-10-27
919,"Talk to Sales",2018-10-30
919,"Use Feature 1",2018-10-27
921,"Pay/Subscribe",2018-11-20
921,"Sign Up",2018-11-18
921,"Talk to Sales",2018-11-21
921,"Use Feature 1",2018-11-18
926,"Sign Up",2018-10-11
926,"Use Feature 1",2018-10-10
930,"Sign Up",2018-12-17
939,"Sign Up",2018-06-20
945,"Sign Up",2018-12-26
953,"Sign Up",2018-07-06
953,"Use Feature 1",2018-07-06
958,"Pay/Subscribe",2019-01-06
958,"Sign Up",2019-01-02
958,"Talk to Sales",2019-01-04
958,"Use Feature 1",2019-01-02
959,"Sign Up",2018-11-28
967,"Sign Up",2018-04-07
967,"Use Feature 1",2018-04-08
970,"Sign Up",2018-11-30
975,"Pay/Subscribe",2018-06-16
975,"Sign Up",2018-06-10
975,"Talk to Sales",2018-06-13
975,"Use Feature 1",2018-06-15
977,"Sign Up",2018-04-17
978,"Pay/Subscribe",2019-01-16
978,"Sign Up",2019-01-07
978,"Talk to Sales",2019-01-08
978,"Use Feature 1",2019-01-10
983,"Sign Up",2018-08-06
983,"Use Feature 1",2018-08-05
988,"Sign Up",2018-12-03
991,"Sign Up",2018-08-13
993,"Pay/Subscribe",2018-06-18
993,"Sign Up",2018-06-14
993,"Talk to Sales",2018-06-17
993,"Use Feature 1",2018-06-15
995,"Pay/Subscribe",2018-04-24
995,"Sign Up",2018-04-22
995,"Talk to Sales",2018-04-23
995,"Use Feature 1",2018-04-23
1009,"Sign Up",2018-06-18
1009,"Use Feature 1",2018-06-20
1011,"Sign Up",2018-04-21
1011,"Use Feature 1",2018-04-21
1015,"Sign Up",2018-07-09
1015,"Use Feature 1",2018-07-10
1016,"Sign Up",2018-11-02
1018,"Sign Up",2018-07-12
1018,"Use Feature 1",2018-07-13
1028,"Pay/Subscribe",2018-05-09
1028,"Sign Up",2018-05-04
1028,"Talk to Sales",2018-05-03
1028,"Use Feature 1",2018-04-30
1031,"Sign Up",2018-08-15
1031,"Use Feature 1",2018-08-15
1037,"Pay/Subscribe",2019-01-04
1037,"Sign Up",2018-12-31
1037,"Talk to Sales",2019-01-05
1037,"Use Feature 1",2019-01-05
1040,"Sign Up",2018-07-08
1045,"Sign Up",2019-01-03
1045,"Talk to Sales",2019-01-02
1045,"Use Feature 1",2019-01-01
1046,"Sign Up",2018-09-25
1047,"Sign Up",2018-11-08
1051,"Sign Up",2018-09-03
1052,"Sign Up",2018-12-22
1052,"Talk to Sales",2018-12-26
1052,"Use Feature 1",2018-12-19
1056,"Sign Up",2018-07-13
1056,"Use Feature 1",2018-07-13
1060,"Sign Up",2018-12-24
1060,"Use Feature 1",2018-12-27
1061,"Pay/Subscribe",2018-12-26
1061,"Sign Up",2018-12-23
1061,"Talk to Sales",2018-12-29
1061,"Use Feature 1",2018-12-26
1073,"Sign Up",2018-08-24
1073,"Use Feature 1",2018-08-23
1074,"Pay/Subscribe",2018-07-13
1074,"Sign Up",2018-07-07
1074,"Talk to Sales",2018-07-11
1074,"Use Feature 1",2018-07-11
1076,"Pay/Subscribe",2018-12-01
1076,"Sign Up",2018-11-22
1076,"Talk to Sales",2018-11-29
1076,"Use Feature 1",2018-11-25
1078,"Sign Up",2018-12-01
1095,"Sign Up",2018-08-28
1095,"Use Feature 1",2018-08-29
1098,"Pay/Subscribe",2018-08-02
1098,"Sign Up",2018-07-26
1098,"Talk to Sales",2018-07-29
1098,"Use Feature 1",2018-07-28
1105,"Pay/Subscribe",2018-10-03
1105,"Sign Up",2018-09-28
1105,"Talk to Sales",2018-10-01
1105,"Use Feature 1",2018-09-29
1106,"Sign Up",2018-12-20
1108,"Sign Up",2018-05-04
1112,"Sign Up",2018-12-24
1114,"Sign Up",2018-09-07
1123,"Sign Up",2018-08-26
1126,"Pay/Subscribe",2018-06-04
1126,"Sign Up",2018-06-01
1126,"Talk to Sales",2018-06-02
1126,"Use Feature 1",2018-06-05
1129,"Sign Up",2019-01-06
1133,"Sign Up",2018-10-26
1133,"Talk to Sales",2018-11-01
1133,"Use Feature 1",2018-11-01
1136,"Pay/Subscribe",2018-12-11
1136,"Sign Up",2018-12-06
1136,"Talk to Sales",2018-12-13
1136,"Use Feature 1",2018-12-08
1141,"Sign Up",2018-10-30
1141,"Use Feature 1",2018-10-31
1146,"Sign Up",2018-06-10
1147,"Sign Up",2018-10-14
1150,"Pay/Subscribe",2018-12-01
1150,"Sign Up",2018-12-02
1150,"Talk to Sales",2018-11-28
1150,"Use Feature 1",2018-12-01
1153,"Sign Up",2018-07-15
1159,"Sign Up",2018-12-11
1165,"Sign Up",2018-10-15
1165,"Use Feature 1",2018-10-14
1168,"Sign Up",2018-12-09
1169,"Pay/Subscribe",2018-08-13
1169,"Sign Up",2018-08-08
1169,"Talk to Sales",2018-08-12
1169,"Use Feature 1",2018-08-09
1171,"Pay/Subscribe",2018-06-03
1171,"Sign Up",2018-05-29
1171,"Talk to Sales",2018-06-05
1171,"Use Feature 1",2018-05-30
1172,"Sign Up",2018-07-17
1174,"Sign Up",2018-07-22
1178,"Pay/Subscribe",2018-11-01
1178,"Sign Up",2018-10-25
1178,"Talk to Sales",2018-10-31
1178,"Use Feature 1",2018-10-27
1185,"Sign Up",2018-07-03
1185,"Use Feature 1",2018-07-05
1187,"Sign Up",2019-01-04
1187,"Use Feature 1",2019-01-08
1192,"Sign Up",2018-06-23
1195,"Sign Up",2018-11-18
1197,"Sign Up",2018-08-03
1197,"Use Feature 1",2018-08-03
1203,"Sign Up",2018-08-26
1203,"Talk to Sales",2018-08-31
1203,"Use Feature 1",2018-08-29
1210,"Pay/Subscribe",2018-05-26
1210,"Sign Up",2018-05-21
1210,"Talk to Sales",2018-05-24
1210,"Use Feature 1",2018-05-24
1216,"Pay/Subscribe",2018-06-08
1216,"Sign Up",2018-06-01
1216,"Talk to Sales",2018-06-06
1216,"Use Feature 1",2018-06-05
1225,"Sign Up",2018-06-07
1225,"Talk to Sales",2018-06-14
1225,"Use Feature 1",2018-06-10
1228,"Pay/Subscribe",2018-05-07
1228,"Sign Up",2018-05-01
1228,"Talk to Sales",2018-05-01
1228,"Use Feature 1",2018-04-30
1232,"Pay/Subscribe",2018-06-19
1232,"Sign Up",2018-06-14
1232,"Talk to Sales",2018-06-18
1232,"Use Feature 1",2018-06-13
1238,"Sign Up",2018-05-13
1238,"Use Feature 1",2018-05-13
1253,"Pay/Subscribe",2018-10-23
1253,"Sign Up",2018-10-21
1253,"Talk to Sales",2018-10-26
1253,"Use Feature 1",2018-10-22
1258,"Pay/Subscribe",2018-05-24
1258,"Sign Up",2018-05-15
1258,"Talk to Sales",2018-05-18
1258,"Use Feature 1",2018-05-18
1259,"Sign Up",2018-12-03
1259,"Use Feature 1",2018-12-04
1263,"Sign Up",2019-01-25
1271,"Pay/Subscribe",2018-04-19
1271,"Sign Up",2018-04-07
1271,"Talk to Sales",2018-04-07
1271,"Use Feature 1",2018-04-05
1280,"Sign Up",2019-01-21
1281,"Pay/Subscribe",2018-04-13
1281,"Sign Up",2018-04-08
1281,"Talk to Sales",2018-04-12
1281,"Use Feature 1",2018-04-10
1282,"Sign Up",2018-04-16
1292,"Sign Up",2018-07-01
1297,"Sign Up",2019-01-23
1297,"Talk to Sales",2019-01-25
1297,"Use Feature 1",2019-01-22
1298,"Sign Up",2018-12-11
1298,"Use Feature 1",2018-12-12
1302,"Pay/Subscribe",2018-07-21
1302,"Sign Up",2018-07-17
1302,"Talk to Sales",2018-07-24
1302,"Use Feature 1",2018-07-17
1306,"Sign Up",2018-07-25
1309,"Sign Up",2018-05-25
1309,"Use Feature 1",2018-05-27
1311,"Sign Up",2018-06-16
1311,"Use Feature 1",2018-06-18
1313,"Sign Up",2018-08-23
1313,"Use Feature 1",2018-08-19
1314,"Sign Up",2018-07-01
1316,"Sign Up",2018-06-17
1316,"Use Feature 1",2018-06-18
1320,"Sign Up",2018-07-02
1327,"Sign Up",2018-04-17
1327,"Use Feature 1",2018-04-16
1332,"Sign Up",2018-06-20
1332,"Use Feature 1",2018-06-20
1340,"Sign Up",2018-06-02
1350,"Sign Up",2018-11-06
1350,"Use Feature 1",2018-11-06
1351,"Sign Up",2018-08-19
1354,"Sign Up",2018-05-01
1355,"Sign Up",2018-12-02
1355,"Use Feature 1",2018-12-03
1358,"Sign Up",2018-06-02
1361,"Sign Up",2018-04-22
1361,"Talk to Sales",2018-04-25
