"user_id","visit_date","path"
71,2018-10-05,"example.com/features"
72,2018-06-19,"example.com/features"
72,2018-06-22,"example.com"
73,2018-11-30,"example.com/features"
73,2018-12-02,"example.com/features"
73,2018-12-06,"example.com/features"
74,2018-06-16,"example.com/features"
74,2018-06-18,"example.com"
75,2018-12-29,"example.com"
75,2019-01-02,"example.com"
75,2019-01-04,"example.com/pricing"
76,2018-04-13,"example.com"
76,2018-04-19,"example.com"
76,2018-04-23,"example.com/features"
77,2018-11-07,"example.com"
77,2018-11-09,"example.com"
77,2018-11-11,"example.com/pricing"
77,2018-11-12,"example.com"
78,2018-10-06,"example.com"
79,2018-06-27,"example.com"
79,2018-07-02,"example.com"
80,2018-12-27,"example.com"
80,2018-12-31,"example.com/features"
80,2019-01-01,"example.com"
80,2019-01-02,"example.com/pricing"
82,2018-07-17,"example.com/pricing"
84,2019-01-16,"example.com"
85,2018-06-30,"example.com/features"
85,2018-07-04,"example.com"
85,2018-07-04,"example.com/features"
85,2018-07-07,"example.com/pricing"
87,2018-06-02,"example.com/pricing"
87,2018-06-05,"example.com/pricing"
87,2018-06-06,"example.com"
87,2018-06-07,"example.com"
87,2018-06-09,"example.com/pricing"
88,2018-12-27,"example.com/pricing"
88,2019-01-01,"example.com/features"
88,2019-01-01,"example.com/pricing"
88,2019-01-02,"example.com"
89,2018-07-26,"example.com"
91,2018-08-05,"example.com"
93,2018-04-26,"example.com/pricing"
93,2018-04-29,"example.com"
93,2018-04-30,"example.com/features"
94,2018-09-09,"example.com"
96,2018-04-28,"example.com/pricing"
96,2018-04-30,"example.com"
96,2018-05-03,"example.com/features"
97,2018-12-23,"example.com"
97,2018-12-27,"example.com/features"
97,2018-12-28,"example.com"
98,2018-11-30,"example.com/pricing"
98,2018-12-04,"example.com"
99,2018-12-12,"example.com/pricing"
100,2018-09-02,"example.com/pricing"
101,2018-06-06,"example.com/features"
101,2018-06-11,"example.com"
102,2018-11-04,"example.com/features"
102,2018-11-09,"example.com/features"
104,2018-07-21,"example.com"
104,2018-07-24,"example.com"
104,2018-07-25,"example.com/pricing"
104,2018-07-29,"example.com/pricing"
104,2018-07-31,"example.com/features"
105,2018-06-12,"example.com"
105,2018-06-15,"example.com/features"
105,2018-06-18,"example.com"
105,2018-06-19,"example.com/features"
106,2019-01-21,"example.com"
106,2019-01-23,"example.com/pricing"
106,2019-01-24,"example.com"
106,2019-01-29,"example.com/features"
108,2018-12-06,"example.com"
108,2018-12-11,"example.com/pricing"
108,2018-12-11,"example.com/features"
109,2018-09-18,"example.com"
109,2018-09-22,"example.com/features"
110,2018-10-07,"example.com"
112,2018-05-14,"example.com/features"
112,2018-05-19,"example.com/pricing"
112,2018-05-26,"example.com"
114,2018-06-15,"example.com/features"
114,2018-06-20,"example.com/features"
114,2018-06-21,"example.com"
114,2018-06-22,"example.com"
115,2018-11-17,"example.com"
115,2018-11-20,"example.com/pricing"
116,2018-09-11,"example.com/features"
117,2018-04-15,"example.com"
117,2018-04-20,"example.com"
118,2018-08-11,"example.com/pricing"
119,2018-09-05,"example.com/pricing"
119,2018-09-08,"example.com/pricing"
120,2018-05-31,"example.com"
120,2018-06-02,"example.com"
122,2018-09-29,"example.com/pricing"
122,2018-10-03,"example.com/pricing"
122,2018-10-10,"example.com/features"
123,2018-12-27,"example.com"
124,2018-11-12,"example.com"
124,2018-11-17,"example.com"
125,2018-05-16,"example.com"
125,2018-05-20,"example.com/pricing"
126,2019-01-18,"example.com"
127,2018-08-31,"example.com"
128,2018-06-09,"example.com/features"
129,2018-07-29,"example.com"
129,2018-07-30,"example.com"
129,2018-08-03,"example.com"
130,2018-09-19,"example.com"
130,2018-09-21,"example.com/pricing"
130,2018-09-27,"example.com"
131,2018-12-20,"example.com/pricing"
131,2018-12-26,"example.com"
131,2018-12-26,"example.com/features"
132,2019-01-15,"example.com"
132,2019-01-22,"example.com"
133,2018-05-26,"example.com"
133,2018-05-29,"example.com/pricing"
134,2018-06-23,"example.com/features"
134,2018-06-25,"example.com"
136,2019-01-13,"example.com"
136,2019-01-16,"example.com/features"
136,2019-01-20,"example.com"
136,2019-01-23,"example.com"
137,2018-08-25,"example.com/pricing"
138,2018-05-17,"example.com/features"
138,2018-05-19,"example.com/features"
138,2018-05-20,"example.com"
138,2018-05-26,"example.com"
139,2019-01-16,"example.com"
139,2019-01-18,"example.com/pricing"
139,2019-01-18,"example.com"
139,2019-01-21,"example.com/features"
140,2018-09-05,"example.com/features"
140,2018-09-10,"example.com"
140,2018-09-11,"example.com"
140,2018-09-11,"example.com/pricing"
140,2018-09-12,"example.com/pricing"
140,2018-09-13,"example.com/features"
140,2018-09-14,"example.com"
140,2018-09-17,"example.com"
141,2018-10-23,"example.com"
141,2018-10-26,"example.com/pricing"
141,2018-10-27,"example.com"
143,2018-12-16,"example.com"
144,2018-04-27,"example.com"
144,2018-05-02,"example.com"
144,2018-05-04,"example.com/features"
144,2018-05-05,"example.com"
145,2018-08-23,"example.com"
146,2019-01-02,"example.com/features"
146,2019-01-06,"example.com/features"
146,2019-01-08,"example.com/pricing"
146,2019-01-10,"example.com"
147,2018-11-13,"example.com"
147,2018-11-15,"example.com/pricing"
148,2018-06-26,"example.com"
148,2018-06-29,"example.com/features"
149,2018-05-12,"example.com"
149,2018-05-19,"example.com/features"
150,2018-05-12,"example.com/pricing"
150,2018-05-15,"example.com/features"
150,2018-05-18,"example.com"
151,2018-12-10,"example.com"
151,2018-12-14,"example.com"
151,2018-12-18,"example.com"
153,2019-01-20,"example.com"
153,2019-01-27,"example.com"
155,2018-09-15,"example.com"
155,2018-09-21,"example.com"
156,2018-10-03,"example.com/pricing"
157,2018-06-28,"example.com"
157,2018-07-01,"example.com"
159,2018-11-24,"example.com"
159,2018-11-30,"example.com/features"
160,2018-12-08,"example.com/pricing"
160,2018-12-12,"example.com/pricing"
161,2018-05-05,"example.com/pricing"
162,2018-06-19,"example.com"
162,2018-06-23,"example.com"
163,2018-06-22,"example.com/features"
163,2018-06-27,"example.com"
164,2018-10-30,"example.com"
164,2018-11-01,"example.com"
164,2018-11-03,"example.com"
164,2018-11-04,"example.com/pricing"
165,2018-09-20,"example.com/pricing"
165,2018-09-22,"example.com"
166,2018-08-04,"example.com"
166,2018-08-05,"example.com/features"
168,2018-12-14,"example.com/pricing"
169,2018-05-20,"example.com"
169,2018-05-24,"example.com/pricing"
169,2018-05-25,"example.com"
169,2018-05-26,"example.com"
169,2018-05-29,"example.com"
172,2018-12-23,"example.com"
172,2018-12-27,"example.com"
172,2018-12-29,"example.com"
173,2018-10-17,"example.com/pricing"
173,2018-10-26,"example.com"
175,2018-10-24,"example.com"
175,2018-10-28,"example.com/features"
175,2018-10-29,"example.com/features"
176,2018-08-07,"example.com"
176,2018-08-11,"example.com/features"
176,2018-08-16,"example.com/features"
177,2018-09-25,"example.com/features"
177,2018-09-30,"example.com/features"
178,2018-11-10,"example.com/pricing"
178,2018-11-12,"example.com/pricing"
180,2018-12-10,"example.com/features"
180,2018-12-12,"example.com"
180,2018-12-13,"example.com/features"
181,2018-11-18,"example.com"
182,2018-06-24,"example.com/pricing"
182,2018-06-25,"example.com/features"
183,2019-01-25,"example.com/pricing"
184,2018-09-18,"example.com"
184,2018-09-23,"example.com/features"
185,2018-04-19,"example.com/features"
186,2018-12-10,"example.com/features"
187,2018-05-07,"example.com/pricing"
190,2018-11-13,"example.com/features"
191,2018-07-08,"example.com"
191,2018-07-13,"example.com/pricing"
191,2018-07-16,"example.com"
192,2018-12-03,"example.com/features"
194,2018-05-04,"example.com/pricing"
197,2018-05-25,"example.com"
197,2018-05-28,"example.com"
199,2018-05-10,"example.com/features"
200,2018-06-25,"example.com"
200,2018-06-29,"example.com/pricing"
201,2019-01-14,"example.com/pricing"
201,2019-01-15,"example.com/features"
201,2019-01-18,"example.com/features"
202,2018-09-10,"example.com/pricing"
202,2018-09-13,"example.com/pricing"
202,2018-09-18,"example.com/features"
203,2019-01-01,"example.com"
203,2019-01-06,"example.com/features"
204,2018-07-17,"example.com"
205,2018-10-07,"example.com"
205,2018-10-10,"example.com"
205,2018-10-11,"example.com/features"
205,2018-10-11,"example.com"
205,2018-10-15,"example.com"
206,2018-11-03,"example.com"
207,2018-09-12,"example.com"
207,2018-09-14,"example.com"
208,2018-06-21,"example.com/features"
208,2018-06-23,"example.com"
209,2018-10-25,"example.com/features"
209,2018-10-31,"example.com"
209,2018-11-01,"example.com"
210,2018-09-18,"example.com/features"
211,2018-08-01,"example.com/features"
212,2018-09-04,"example.com/pricing"
212,2018-09-11,"example.com"
213,2018-06-04,"example.com"
214,2018-08-06,"example.com"
215,2018-05-03,"example.com/pricing"
215,2018-05-08,"example.com/pricing"
215,2018-05-11,"example.com/pricing"
215,2018-05-16,"example.com"
216,2018-10-11,"example.com"
216,2018-10-16,"example.com/pricing"
216,2018-10-19,"example.com"
217,2018-11-17,"example.com"
217,2018-11-21,"example.com/features"
217,2018-11-25,"example.com/pricing"
218,2018-08-22,"example.com"
219,2018-06-28,"example.com/pricing"
221,2019-01-18,"example.com"
222,2019-01-23,"example.com/features"
222,2019-01-25,"example.com/pricing"
222,2019-01-30,"example.com/pricing"
222,2019-02-04,"example.com"
223,2018-08-12,"example.com"
223,2018-08-18,"example.com"
223,2018-08-21,"example.com"
224,2018-11-11,"example.com/pricing"
225,2018-09-02,"example.com/features"
225,2018-09-08,"example.com"
225,2018-09-08,"example.com/features"
225,2018-09-11,"example.com"
226,2018-06-14,"example.com/features"
226,2018-06-16,"example.com"
227,2018-09-17,"example.com/pricing"
227,2018-09-20,"example.com/pricing"
228,2019-01-21,"example.com"
228,2019-01-24,"example.com/pricing"
228,2019-01-25,"example.com/pricing"
229,2018-09-24,"example.com/features"
230,2018-07-27,"example.com/features"
231,2018-05-29,"example.com/features"
232,2018-10-19,"example.com"
233,2018-09-19,"example.com"
233,2018-09-21,"example.com/pricing"
233,2018-09-22,"example.com"
233,2018-09-25,"example.com/features"
235,2018-05-27,"example.com"
236,2018-07-21,"example.com"
236,2018-07-25,"example.com"
237,2018-12-18,"example.com"
237,2018-12-24,"example.com"
238,2018-06-17,"example.com"
239,2018-08-11,"example.com"
239,2018-08-14,"example.com"
239,2018-08-14,"example.com/features"
241,2018-11-28,"example.com/pricing"
241,2018-11-30,"example.com/pricing"
241,2018-12-01,"example.com"
242,2018-10-31,"example.com/features"
242,2018-11-04,"example.com/features"
242,2018-11-06,"example.com"
242,2018-11-09,"example.com"
243,2018-06-26,"example.com"
243,2018-06-29,"example.com"
243,2018-07-03,"example.com"
244,2018-05-16,"example.com/pricing"
245,2018-11-10,"example.com"
246,2018-10-25,"example.com"
246,2018-10-28,"example.com"
246,2018-10-28,"example.com/pricing"
246,2018-10-29,"example.com/features"
247,2018-11-08,"example.com/features"
247,2018-11-11,"example.com/features"
248,2018-11-24,"example.com/features"
248,2018-12-01,"example.com/features"
249,2018-07-03,"example.com/pricing"
249,2018-07-08,"example.com/pricing"
251,2018-05-17,"example.com/features"
252,2018-09-15,"example.com"
252,2018-09-18,"example.com"
253,2019-01-19,"example.com"
254,2018-08-08,"example.com"
254,2018-08-10,"example.com"
255,2018-10-05,"example.com/pricing"
256,2018-09-26,"example.com"
256,2018-10-03,"example.com"
257,2018-12-14,"example.com/features"
257,2018-12-17,"example.com/pricing"
257,2018-12-18,"example.com/pricing"
257,2018-12-18,"example.com/features"
257,2018-12-18,"example.com"
257,2018-12-21,"example.com/features"
258,2018-08-30,"example.com"
260,2018-04-09,"example.com"
260,2018-04-14,"example.com"
261,2018-09-23,"example.com/features"
261,2018-09-26,"example.com"
261,2018-10-01,"example.com/features"
262,2018-10-10,"example.com/pricing"
262,2018-10-15,"example.com"
262,2018-10-17,"example.com/features"
263,2019-01-24,"example.com/pricing"
263,2019-01-29,"example.com/pricing"
263,2019-01-30,"example.com/pricing"
263,2019-01-30,"example.com"
263,2019-02-01,"example.com/pricing"
264,2018-09-14,"example.com/features"
264,2018-09-22,"example.com"
265,2018-10-01,"example.com"
265,2018-10-07,"example.com/pricing"
267,2018-11-30,"example.com"
267,2018-12-02,"example.com/pricing"
268,2018-07-01,"example.com/pricing"
268,2018-07-08,"example.com/features"
269,2018-07-31,"example.com/pricing"
270,2018-08-18,"example.com/pricing"
271,2018-12-30,"example.com"
271,2019-01-03,"example.com"
271,2019-01-04,"example.com/features"
271,2019-01-09,"example.com"
271,2019-01-12,"example.com/pricing"
272,2018-07-26,"example.com/pricing"
272,2018-07-31,"example.com/features"
273,2018-06-20,"example.com"
275,2018-07-16,"example.com"
276,2018-04-10,"example.com/pricing"
276,2018-04-17,"example.com"
277,2018-05-21,"example.com/pricing"
278,2018-09-11,"example.com/features"
279,2019-01-01,"example.com"
279,2019-01-07,"example.com"
281,2019-01-21,"example.com"
281,2019-01-26,"example.com"
282,2019-01-20,"example.com"
283,2018-06-15,"example.com/pricing"
283,2018-06-18,"example.com"
283,2018-06-24,"example.com/pricing"
284,2018-12-06,"example.com"
284,2018-12-11,"example.com"
285,2018-08-16,"example.com"
287,2019-01-08,"example.com"
287,2019-01-12,"example.com"
287,2019-01-12,"example.com/features"
287,2019-01-14,"example.com/pricing"
287,2019-01-14,"example.com"
288,2018-10-18,"example.com"
289,2018-10-07,"example.com"
289,2018-10-09,"example.com"
289,2018-10-15,"example.com"
290,2018-10-09,"example.com"
290,2018-10-12,"example.com"
290,2018-10-14,"example.com"
290,2018-10-15,"example.com/pricing"
290,2018-10-18,"example.com/features"
291,2018-06-13,"example.com"
291,2018-06-15,"example.com"
291,2018-06-17,"example.com/features"
293,2018-07-12,"example.com"
294,2018-04-13,"example.com/features"
294,2018-04-18,"example.com"
295,2018-05-06,"example.com/features"
295,2018-05-10,"example.com"
295,2018-05-13,"example.com/features"
296,2018-07-13,"example.com"
298,2018-07-20,"example.com"
300,2018-04-23,"example.com"
300,2018-04-26,"example.com/features"
300,2018-04-29,"example.com"
301,2019-01-19,"example.com/pricing"
301,2019-01-23,"example.com"
302,2018-11-17,"example.com/features"
303,2018-07-13,"example.com/features"
305,2018-07-24,"example.com/features"
305,2018-08-01,"example.com"
306,2018-11-05,"example.com"
307,2018-07-20,"example.com/features"
307,2018-07-23,"example.com/features"
307,2018-07-24,"example.com"
307,2018-07-26,"example.com/features"
308,2018-11-16,"example.com"
309,2019-01-19,"example.com/pricing"
309,2019-01-23,"example.com/features"
309,2019-01-23,"example.com"
310,2018-12-02,"example.com"
310,2018-12-05,"example.com/pricing"
310,2018-12-06,"example.com"
311,2018-05-12,"example.com/features"
311,2018-05-17,"example.com/features"
312,2018-07-27,"example.com/features"
312,2018-07-31,"example.com/pricing"
312,2018-08-02,"example.com"
312,2018-08-05,"example.com/features"
313,2019-01-15,"example.com"
313,2019-01-17,"example.com/pricing"
313,2019-01-24,"example.com/pricing"
314,2018-12-29,"example.com"
314,2019-01-01,"example.com/features"
314,2019-01-03,"example.com/pricing"
314,2019-01-03,"example.com"
314,2019-01-05,"example.com/pricing"
314,2019-01-07,"example.com"
315,2018-11-28,"example.com/features"
315,2018-12-04,"example.com/pricing"
315,2018-12-07,"example.com"
317,2018-09-23,"example.com/features"
317,2018-09-27,"example.com"
318,2018-08-04,"example.com"
318,2018-08-06,"example.com"
318,2018-08-08,"example.com"
318,2018-08-09,"example.com/features"
319,2018-07-11,"example.com/features"
319,2018-07-17,"example.com/features"
319,2018-07-18,"example.com/pricing"
320,2018-09-27,"example.com"
321,2018-06-29,"example.com/features"
321,2018-06-30,"example.com/pricing"
321,2018-07-05,"example.com/pricing"
322,2018-05-07,"example.com/pricing"
322,2018-05-11,"example.com"
322,2018-05-13,"example.com"
322,2018-05-14,"example.com"
323,2018-12-19,"example.com"
324,2018-11-03,"example.com"
324,2018-11-06,"example.com/features"
324,2018-11-07,"example.com/pricing"
325,2018-11-09,"example.com"
326,2018-07-31,"example.com/pricing"
326,2018-08-05,"example.com/pricing"
326,2018-08-07,"example.com"
327,2018-12-03,"example.com"
327,2018-12-06,"example.com/features"
328,2018-06-04,"example.com/pricing"
329,2018-06-02,"example.com"
330,2018-12-18,"example.com"
333,2018-07-03,"example.com"
333,2018-07-06,"example.com/pricing"
334,2018-10-28,"example.com"
334,2018-10-30,"example.com"
334,2018-11-02,"example.com"
334,2018-11-04,"example.com"
335,2018-09-03,"example.com"
335,2018-09-05,"example.com"
335,2018-09-08,"example.com/pricing"
336,2018-08-31,"example.com/pricing"
336,2018-09-01,"example.com/pricing"
338,2018-11-19,"example.com/features"
339,2018-12-21,"example.com"
339,2018-12-23,"example.com/features"
339,2018-12-26,"example.com/pricing"
339,2018-12-27,"example.com/pricing"
339,2018-12-27,"example.com"
339,2018-12-29,"example.com"
341,2018-04-14,"example.com"
343,2018-06-28,"example.com/features"
343,2018-07-02,"example.com"
343,2018-07-04,"example.com/features"
343,2018-07-04,"example.com/pricing"
344,2018-04-13,"example.com/pricing"
344,2018-04-17,"example.com/pricing"
344,2018-04-18,"example.com/features"
344,2018-04-19,"example.com/pricing"
344,2018-04-26,"example.com"
345,2019-01-17,"example.com/features"
345,2019-01-18,"example.com/features"
346,2018-04-23,"example.com/pricing"
346,2018-04-26,"example.com/features"
346,2018-04-27,"example.com/pricing"
346,2018-05-02,"example.com/features"
347,2018-05-27,"example.com/pricing"
347,2018-05-30,"example.com/pricing"
347,2018-06-15,"example.com/features"
348,2018-12-07,"example.com"
348,2018-12-11,"example.com/features"
348,2018-12-15,"example.com/features"
348,2018-12-16,"example.com"
349,2019-01-23,"example.com/pricing"
349,2019-01-25,"example.com"
349,2019-01-29,"example.com/features"
349,2019-01-31,"example.com/pricing"
350,2018-10-08,"example.com/features"
351,2018-09-03,"example.com"
351,2018-09-10,"example.com/pricing"
352,2018-06-10,"example.com"
352,2018-06-15,"example.com"
352,2018-06-15,"example.com/features"
352,2018-06-18,"example.com"
353,2018-10-27,"example.com"
354,2018-06-26,"example.com"
356,2018-08-24,"example.com"
356,2018-08-28,"example.com/features"
357,2018-11-08,"example.com"
359,2018-05-26,"example.com"
360,2018-05-15,"example.com"
360,2018-05-21,"example.com"
360,2018-05-23,"example.com"
361,2018-04-20,"example.com/features"
362,2018-09-15,"example.com/features"
363,2018-05-24,"example.com/features"
364,2018-11-24,"example.com/pricing"
364,2018-11-27,"example.com/features"
364,2018-12-02,"example.com/features"
366,2018-05-18,"example.com/pricing"
366,2018-05-20,"example.com/features"
368,2018-05-05,"example.com"
368,2018-05-09,"example.com/features"
369,2018-08-16,"example.com/features"
369,2018-08-21,"example.com"
370,2018-05-01,"example.com/pricing"
370,2018-05-04,"example.com/features"
370,2018-05-05,"example.com/pricing"
371,2018-05-16,"example.com"
372,2018-11-25,"example.com/pricing"
372,2018-12-01,"example.com"
373,2018-05-03,"example.com"
373,2018-05-08,"example.com"
373,2018-05-15,"example.com"
374,2018-04-15,"example.com"
374,2018-04-18,"example.com/features"
374,2018-04-20,"example.com"
374,2018-04-25,"example.com"
375,2019-01-11,"example.com"
375,2019-01-14,"example.com"
375,2019-01-16,"example.com"
375,2019-01-22,"example.com"
376,2018-10-21,"example.com/pricing"
377,2018-10-17,"example.com/features"
377,2018-10-20,"example.com"
377,2018-10-22,"example.com"
378,2018-09-10,"example.com"
379,2018-06-21,"example.com"
380,2018-05-03,"example.com"
380,2018-05-07,"example.com/pricing"
381,2018-11-19,"example.com/features"
381,2018-11-24,"example.com"
382,2018-12-21,"example.com"
383,2018-12-24,"example.com/features"
383,2018-12-31,"example.com"
384,2018-06-04,"example.com/features"
384,2018-06-05,"example.com"
385,2018-07-16,"example.com/features"
385,2018-07-20,"example.com/pricing"
385,2018-07-22,"example.com"
386,2018-04-15,"example.com/features"
386,2018-04-18,"example.com/pricing"
386,2018-04-19,"example.com/pricing"
386,2018-04-20,"example.com/features"
386,2018-04-23,"example.com/pricing"
387,2018-11-05,"example.com/features"
388,2018-10-28,"example.com/features"
388,2018-10-31,"example.com/features"
389,2018-07-26,"example.com/pricing"
390,2018-08-11,"example.com"
390,2018-08-15,"example.com/pricing"
390,2018-08-18,"example.com/features"
391,2018-11-21,"example.com"
391,2018-11-26,"example.com"
391,2018-11-27,"example.com"
391,2018-11-27,"example.com/features"
392,2018-08-31,"example.com/pricing"
392,2018-09-01,"example.com"
392,2018-09-02,"example.com/features"
392,2018-09-06,"example.com"
392,2018-09-08,"example.com/pricing"
393,2018-08-28,"example.com/pricing"
394,2018-09-18,"example.com"
394,2018-09-24,"example.com"
395,2018-11-29,"example.com/features"
395,2018-12-01,"example.com"
395,2018-12-03,"example.com"
395,2018-12-04,"example.com"
396,2018-10-25,"example.com"
396,2018-10-28,"example.com/pricing"
397,2018-10-24,"example.com/pricing"
397,2018-10-27,"example.com/pricing"
397,2018-10-28,"example.com/features"
397,2018-10-28,"example.com"
398,2018-06-02,"example.com/pricing"
398,2018-06-09,"example.com"
399,2018-05-04,"example.com/features"
399,2018-05-06,"example.com"
399,2018-05-06,"example.com/features"
400,2018-11-05,"example.com"
400,2018-11-08,"example.com"
401,2018-10-04,"example.com"
402,2018-08-24,"example.com"
402,2018-08-30,"example.com/features"
402,2018-08-31,"example.com/pricing"
405,2018-12-07,"example.com/pricing"
405,2018-12-13,"example.com/pricing"
406,2018-05-27,"example.com"
406,2018-05-31,"example.com/features"
407,2018-12-16,"example.com/features"
408,2018-05-01,"example.com/pricing"
408,2018-05-05,"example.com/features"
408,2018-05-07,"example.com"
409,2018-11-29,"example.com"
409,2018-12-04,"example.com/features"
409,2018-12-05,"example.com/features"
410,2018-09-07,"example.com/features"
410,2018-09-09,"example.com"
410,2018-09-14,"example.com"
411,2018-07-20,"example.com"
411,2018-07-25,"example.com"
413,2018-10-06,"example.com/pricing"
414,2018-05-06,"example.com/features"
414,2018-05-12,"example.com"
417,2018-12-05,"example.com"
417,2018-12-08,"example.com/features"
418,2018-05-18,"example.com/pricing"
418,2018-05-20,"example.com/pricing"
420,2018-09-07,"example.com"
420,2018-09-10,"example.com/pricing"
420,2018-09-11,"example.com"
420,2018-09-13,"example.com"
420,2018-09-14,"example.com/features"
421,2018-08-16,"example.com"
421,2018-08-21,"example.com"
422,2019-01-05,"example.com/features"
422,2019-01-13,"example.com/features"
423,2018-07-05,"example.com"
424,2018-11-18,"example.com/features"
424,2018-11-21,"example.com"
424,2018-11-22,"example.com"
425,2018-06-10,"example.com/features"
425,2018-06-18,"example.com/features"
426,2018-05-04,"example.com"
427,2018-09-13,"example.com"
428,2018-11-29,"example.com"
428,2018-12-04,"example.com/features"
429,2019-01-08,"example.com/features"
429,2019-01-13,"example.com/pricing"
429,2019-01-14,"example.com/features"
429,2019-01-17,"example.com"
430,2018-08-06,"example.com/pricing"
430,2018-08-09,"example.com/pricing"
430,2018-08-10,"example.com"
430,2018-08-11,"example.com"
431,2018-09-07,"example.com"
431,2018-09-14,"example.com/features"
432,2018-11-28,"example.com/features"
432,2018-12-07,"example.com/pricing"
433,2018-06-27,"example.com"
434,2018-09-03,"example.com/features"
434,2018-09-06,"example.com"
435,2019-01-23,"example.com/pricing"
435,2019-01-27,"example.com/features"
435,2019-01-29,"example.com/features"
436,2018-06-19,"example.com"
436,2018-06-24,"example.com"
437,2018-10-26,"example.com/features"
438,2018-09-16,"example.com"
438,2018-09-18,"example.com"
439,2018-04-29,"example.com/features"
439,2018-05-01,"example.com"
439,2018-05-04,"example.com"
439,2018-05-09,"example.com"
440,2018-10-26,"example.com/pricing"
440,2018-10-28,"example.com/features"
441,2018-07-09,"example.com"
442,2018-06-10,"example.com/features"
442,2018-06-15,"example.com/features"
443,2018-07-17,"example.com/features"
443,2018-07-20,"example.com"
443,2018-07-22,"example.com"
443,2018-07-25,"example.com/pricing"
444,2018-12-22,"example.com"
444,2018-12-26,"example.com/pricing"
445,2018-08-16,"example.com/pricing"
446,2018-06-28,"example.com/features"
446,2018-07-07,"example.com"
447,2019-01-09,"example.com/pricing"
